rank,school,conf,astcoach,schoolpay,otherpay,totalpay,maxbonus,stafftotal,category,complete,proportion
34,Ohio State,Big Ten,Luke Fickell,600000.0,0.0,600000.0,225000.0,3592025.0,Power Five,yes,0.16703669935482074
35,Auburn,SEC,Rodney Garner,600000.0,,600000.0,177500.0,4370000.0,Power Five,yes,0.13729977116704806
36,Missouri,SEC,Dave Steckel,600000.0,,600000.0,205417.0,3169000.0,Power Five,yes,0.18933417481855475
37,Auburn,SEC,Rhett Lashlee,600000.0,,600000.0,190000.0,4370000.0,Power Five,yes,0.13729977116704806
38,Ohio State,Big Ten,Chris Ash,590000.0,,590000.0,195000.0,3592025.0,Power Five,yes,0.16425275436557374
39,Mississippi,SEC,Dave Wommack,585000.0,800.0,585800.0,0.0,2596000.0,Power Five,yes,0.225346687211094
40,Georgia,SEC,Mike Bobo,575000.0,3700.0,578700.0,210000.0,3327800.0,Power Five,yes,0.17278682613137808
41,Mississippi State,SEC,Geoff Collins,575000.0,0.0,575000.0,47917.0,2682500.0,Power Five,yes,0.21435228331780057
42,Texas,Big 12,Joe Wickline,575000.0,0.0,575000.0,185000.0,3841640.0,Power Five,yes,0.14967565935381763
43,California,PAC-12,Art Kaufman,570000.0,2500.0,572500.0,75000.0,2081600.0,Power Five,yes,0.2738278247501922
44,California,PAC-12,Tony Franklin,550000.0,3400.0,553400.0,50000.0,2081600.0,Power Five,yes,0.26421983089930823
45,Kentucky,SEC,Neal Brown,550000.0,2400.0,552400.0,91667.0,2715700.0,Power Five,yes,0.20252605221489856
46,Arkansas,SEC,Jim Chaney,550000.0,2000.0,552000.0,183333.0,3218800.0,Power Five,yes,0.17087113209891885
47,Missouri,SEC,Josh Henson,550000.0,,550000.0,172084.0,3169000.0,Power Five,yes,0.1735563269170085
48,Ohio State,Big Ten,Tom Herman,550000.0,0.0,550000.0,206250.0,3592025.0,Power Five,yes,0.15311697440858568
49,Minnesota,Big Ten,Matt Limegrover,550000.0,,550000.0,147500.0,2757000.0,Power Five,yes,0.19949220166848022
50,Oklahoma State,Big 12,Glenn Spencer,550000.0,,550000.0,116667.0,2837000.0,Power Five,yes,0.19386676066267183
51,Florida,SEC,Travaris Robinson,510000.0,,510000.0,161500.0,3225900.0,Power Five,yes,0.15809541523295825
52,UCLA,PAC-12,Jeff Ulbrich,510000.0,0.0,510000.0,100000.0,3762500.0,Power Five,yes,0.13554817275747508
53,Virginia,ACC,Jon Tenuta,500000.0,5550.0,505550.0,158750.0,2908670.0,Power Five,yes,0.17189987176269567
54,Oregon State,PAC-12,Mark Banker,505008.0,,505008.0,26667.0,2347200.0,Power Five,yes,0.21515337423312883
55,Baylor,Big 12,Philip Montgomery,504645.0,,504645.0,,,Power Five,no,
56,Arkansas,SEC,Sam Pittman,500000.0,2300.0,502300.0,166665.0,3218800.0,Power Five,yes,0.15533739281719897
57,Alabama,SEC,Mario Cristobal,500000.0,2000.0,502000.0,110000.0,5213400.0,Power Five,yes,0.09590670196033299
58,Kentucky,SEC,D.J. Eliot,500000.0,1400.0,501400.0,83333.0,2715700.0,Power Five,yes,0.18411459292263505
59,West Virginia,Big 12,Joe DeForest,501000.0,0.0,501000.0,67500.0,2884000.0,Power Five,yes,0.17371705963938974
60,Florida,SEC,D.J. Durkin,500000.0,500.0,500500.0,197500.0,3225900.0,Power Five,yes,0.1549955051303512
61,Illinois,Big Ten,Bill Cubit,500000.0,0.0,500000.0,50000.0,2187825.0,Power Five,yes,0.22853747443237005
62,Utah,PAC-12,Dave Christensen,500000.0,,500000.0,41667.0,2420000.0,Power Five,yes,0.2066115702479339
63,Rutgers,Big Ten,Ralph Friedgen,500000.0,0.0,500000.0,0.0,2445200.0,Power Five,yes,0.20448225094061837
64,North Carolina State,ACC,Matt Canada,500000.0,,500000.0,195000.0,2692560.0,Power Five,yes,0.1856968832635113
65,Arizona,PAC-12,Jeff Casteel,490000.0,10000.0,500000.0,40670.0,2498650.0,Power Five,yes,0.19610589718447963
66,Arkansas,SEC,Robb Smith,500000.0,0.0,500000.0,166500.0,3218800.0,Power Five,yes,0.15533739281719897
67,Utah,PAC-12,Kalani Sitake,500000.0,,500000.0,41667.0,2420000.0,Power Five,yes,0.2066115702479339
68,Florida State,ACC,Randy Sanders,500000.0,,500000.0,90833.0,3386000.0,Power Five,yes,0.14766686355581807
69,Florida State,ACC,Charles Kelly,500000.0,0.0,500000.0,90833.0,3386000.0,Power Five,yes,0.14766686355581807
70,Auburn,SEC,Dameyune Craig,500000.0,,500000.0,165000.0,4370000.0,Power Five,yes,0.11441647597254005
71,Florida State,ACC,Rick Trickett,500000.0,0.0,500000.0,88333.0,3386000.0,Power Five,yes,0.14766686355581807
72,Kansas,Big 12,Dave Campo,500000.0,0.0,500000.0,0.0,2105000.0,Power Five,yes,0.2375296912114014
73,Oregon,PAC-12,Ron Aiken,500000.0,,500000.0,226416.0,3277584.0,Power Five,yes,0.15255139151277283
74,Washington,PAC-12,Pete Kwiatkowski,485004.0,0.0,485004.0,70000.0,3250032.0,Power Five,yes,0.14923053065323663
75,Texas A&M,SEC,Jake Spavital,483000.0,0.0,483000.0,95000.0,3484050.0,Power Five,yes,0.13863176475653335
76,Wisconsin,Big Ten,Andy Ludwig,480000.0,0.0,480000.0,117000.0,2368600.0,Power Five,yes,0.2026513552309381
77,Tennessee,SEC,Mike Bajakian,480000.0,0.0,480000.0,114000.0,3265000.0,Power Five,yes,0.14701378254211334
78,Wisconsin,Big Ten,Dave Aranda,480000.0,0.0,480000.0,117000.0,2368600.0,Power Five,yes,0.2026513552309381
79,Tennessee,SEC,John Jancek,480000.0,0.0,480000.0,114000.0,3265000.0,Power Five,yes,0.14701378254211334
80,Auburn,SEC,Charlie Harbison,475000.0,,475000.0,158750.0,4370000.0,Power Five,yes,0.10869565217391304
81,LSU,SEC,Brick Haley,450000.0,15967.0,465967.0,70000.0,5499269.0,Power Five,yes,0.08182905764384321
82,Oklahoma,Big 12,Jay Norvell,455000.0,6600.0,461600.0,77292.0,4077900.0,Power Five,yes,0.11157703720051987
83,Texas A&M,SEC,Clarence McKinney,458000.0,0.0,458000.0,90000.0,3484050.0,Power Five,yes,0.13145620757451817
84,Colorado,PAC-12,Kent Baer,457500.0,,457500.0,24519.0,2595500.0,Power Five,yes,0.17626661529570412
85,Colorado,PAC-12,Brian Lindgren,455000.0,,455000.0,24519.0,2595500.0,Power Five,yes,0.17530340974764014
86,Arizona State,PAC-12,Keith Patterson,450000.0,1585.0,451585.0,128700.0,3111620.0,Power Five,yes,0.14461920157345692
87,Iowa,Big Ten,Phil Parker,450036.0,0.0,450036.0,0.0,2772186.0,Power Five,yes,0.1623397564232703
88,Iowa,Big Ten,Greg Davis,450036.0,0.0,450036.0,0.0,2772186.0,Power Five,yes,0.1623397564232703
89,Alabama,SEC,Bo Davis,450000.0,0.0,450000.0,99000.0,5213400.0,Power Five,yes,0.0863160317642997
90,North Carolina State,ACC,Dave Huxtable,450000.0,,450000.0,195000.0,2692560.0,Power Five,yes,0.16712719493716016
91,Virginia,ACC,Steve Fairchild,450000.0,0.0,450000.0,158750.0,2908670.0,Power Five,yes,0.1547098845864261
92,South Carolina,SEC,Shawn Elliott,430000.0,5400.0,435400.0,35555.0,3333800.0,Power Five,yes,0.12898194252804607
93,Alabama,SEC,Bobby Williams,428000.0,2100.0,430100.0,94160.0,5213400.0,Power Five,yes,0.08209613687804504
94,Alabama,SEC,Lance Thompson,428000.0,2000.0,430000.0,94160.0,5213400.0,Power Five,yes,0.08209613687804504
95,Texas Tech,Big 12,Matt Wallerstedt,425000.0,2000.0,427000.0,106250.0,2155100.0,Power Five,yes,0.1972066261426384
96,Washington,PAC-12,Chris Strausser,425004.0,0.0,425004.0,70000.0,3250032.0,Power Five,yes,0.13076917396505636
97,Washington,PAC-12,Jonathan Smith,425004.0,0.0,425004.0,70000.0,3250032.0,Power Five,yes,0.13076917396505636
98,Washington,PAC-12,Bob Gregory,425004.0,0.0,425004.0,70000.0,3250032.0,Power Five,yes,0.13076917396505636
99,Maryland,Big Ten,Brian Stewart,417560.0,5000.0,422560.0,110000.0,2588460.0,Power Five,yes,0.1613159948386299
100,Texas,Big 12,Chris Rumph,415000.0,600.0,415600.0,180000.0,3841640.0,Power Five,yes,0.10802678022927709
101,Arizona,PAC-12,Calvin Magee,400000.0,7000.0,407000.0,33333.0,2498650.0,Power Five,yes,0.16008644668120786
102,Kansas State,Big 12,Tom Hayes,400000.0,4825.0,404825.0,148000.0,2813325.0,Power Five,yes,0.1421805159375472
103,Clemson,ACC,Marion Hobby,400000.0,4250.0,404250.0,95000.0,4448225.0,Power Five,yes,0.08992350881531397
104,Kansas State,Big 12,Dana Dimel,400000.0,3325.0,403325.0,148000.0,2813325.0,Power Five,yes,0.1421805159375472
105,Kansas State,Big 12,Del Miller,400000.0,3325.0,403325.0,148000.0,2813325.0,Power Five,yes,0.1421805159375472
106,Arkansas,SEC,Randy Shannon,400000.0,2000.0,402000.0,133332.0,3218800.0,Power Five,yes,0.12426991425375916
107,Illinois,Big Ten,Tim Banks,400000.0,600.0,400600.0,80000.0,2187825.0,Power Five,yes,0.18282997954589603
108,Florida,SEC,Brad Lawing,400000.0,300.0,400300.0,157500.0,3225900.0,Power Five,yes,0.12399640410428098
109,Ohio State,Big Ten,Ed Warinner,400036.0,0.0,400036.0,150014.0,3592025.0,Power Five,yes,0.11136782177184179
110,Houston,AAC,David Gibbs,400000.0,0.0,400000.0,108000.0,1820000.0,Others,yes,0.21978021978021978
111,Oklahoma State,Big 12,Mike Yurcich,400000.0,,400000.0,91667.0,2837000.0,Power Five,yes,0.14099400775467041
112,Virginia Tech,ACC,Scot Loeffler,400000.0,0.0,400000.0,82500.0,3583250.0,Power Five,yes,0.1116305030349543
113,Ohio State,Big Ten,Larry Johnson,400000.0,,400000.0,150000.0,3592025.0,Power Five,yes,0.1113577995698805
114,Oregon,PAC-12,Don Pellum,400000.0,,400000.0,258333.0,3277584.0,Power Five,yes,0.12204111321021825
115,Purdue,Big Ten,John Shoop,400000.0,,400000.0,330000.0,2095000.0,Power Five,yes,0.1909307875894988
116,Oregon,PAC-12,Scott Frost,400000.0,,400000.0,258333.0,3277584.0,Power Five,yes,0.12204111321021825
117,Purdue,Big Ten,Greg Hudson,395000.0,,395000.0,325875.0,2095000.0,Power Five,yes,0.18854415274463007
118,Iowa State,Big 12,Wally Burnham,384375.0,4000.0,388375.0,31903.0,2110900.0,Power Five,yes,0.1820905774788005
119,Oklahoma,Big 12,Jerry Montgomery,380000.0,5900.0,385900.0,71459.0,4077900.0,Power Five,yes,0.09318521788175287
120,South Carolina,SEC,Steve Spurrier Jr.,380000.0,5400.0,385400.0,35555.0,3333800.0,Power Five,yes,0.11398404223408723
121,Tennessee,SEC,Steve Stripling,385000.0,0.0,385000.0,91200.0,3265000.0,Power Five,yes,0.11791730474732007
122,UCLA,PAC-12,Demetrice Martin,385000.0,0.0,385000.0,100000.0,3762500.0,Power Five,yes,0.10232558139534884
123,Oregon,PAC-12,Steve Greatwood,385000.0,,385000.0,228333.0,3277584.0,Power Five,yes,0.11746457146483508
124,UCLA,PAC-12,Eric Yarber,385000.0,0.0,385000.0,100000.0,3762500.0,Power Five,yes,0.10232558139534884
125,Michigan State,Big Ten,Dave Warner,379617.0,2600.0,382217.0,0.0,3205702.0,Power Five,yes,0.11841930410250236
126,LSU,SEC,Jeff Grimes,377500.0,,377500.0,75000.0,5499269.0,Power Five,yes,0.06864548724566846
127,Oklahoma,Big 12,Bill Bedenbaugh,370000.0,7200.0,377200.0,65625.0,4077900.0,Power Five,yes,0.09073297530591726
128,Washington State,PAC-12,Michael Breske,376500.0,324.0,376824.0,47063.0,2309124.0,Power Five,yes,0.16304884449687415
129,Washington,PAC-12,Jimmy Lake,375000.0,0.0,375000.0,70000.0,3250032.0,Power Five,yes,0.11538347930112688
130,Tennessee,SEC,Tommy Thigpen,375000.0,0.0,375000.0,88800.0,3265000.0,Power Five,yes,0.11485451761102604
131,Florida State,ACC,Odell Haggins,370000.0,3000.0,373000.0,66667.0,3386000.0,Power Five,yes,0.10927347903130538
132,Memphis,AAC,Barry Odom,372113.0,0.0,372113.0,31009.0,2043178.0,Others,yes,0.18212461175678282
133,Florida State,ACC,Lawrence Dawsey,370000.0,0.0,370000.0,69167.0,3386000.0,Power Five,yes,0.10927347903130538
134,Auburn,SEC,J.B. Grimes,370000.0,,370000.0,132500.0,4370000.0,Power Five,yes,0.08466819221967964
135,Michigan State,Big Ten,Jim Bollman,368783.0,0.0,368783.0,0.0,3205702.0,Power Five,yes,0.11503970113254444
136,Oregon,PAC-12,Tom Osborne,367584.0,,367584.0,247528.0,3277584.0,Power Five,yes,0.11215090139566217
137,Oklahoma,Big 12,Cale Gundy,350000.0,13400.0,363400.0,71459.0,4077900.0,Power Five,yes,0.08582849015424605
138,Kansas State,Big 12,Charlie Dickey,360000.0,3325.0,363325.0,135200.0,2813325.0,Power Five,yes,0.1279624643437925
139,LSU,SEC,Bradley Dale Peveto,360000.0,,360000.0,80000.0,5499269.0,Power Five,yes,0.06546324611507456
140,Texas A&M,SEC,David Beaty,358000.0,1500.0,359500.0,48400.0,3484050.0,Power Five,yes,0.10275397884645743
141,Kansas State,Big 12,Sean Snyder,350000.0,9325.0,359325.0,132000.0,2813325.0,Power Five,yes,0.12440795144535381
142,Missouri,SEC,Andy Hill,357500.0,,357500.0,124583.0,3169000.0,Power Five,yes,0.11281161249605554
143,Oklahoma,Big 12,Bobby Jack Wright,350000.0,7400.0,357400.0,72916.0,4077900.0,Power Five,yes,0.08582849015424605
144,Indiana,Big Ten,Brian Knorr,357000.0,,357000.0,62777.0,2224500.0,Power Five,yes,0.1604855023600809
145,South Carolina,SEC,Joe Robinson,350000.0,5400.0,355400.0,35555.0,3333800.0,Power Five,yes,0.10498530205771192
146,Tennessee,SEC,Willie Martinez,355000.0,0.0,355000.0,67200.0,3265000.0,Power Five,yes,0.10872894333843798
147,Tennessee,SEC,Don Mahoney,355000.0,0.0,355000.0,84000.0,3265000.0,Power Five,yes,0.10872894333843798
148,South Florida,AAC,Chuck Bresnahan,350000.0,3700.0,353700.0,0.0,1860400.0,Others,yes,0.1881315846054612
149,Georgia,SEC,Tracy Rocker,351600.0,,351600.0,180000.0,3327800.0,Power Five,yes,0.10565538794398702
150,West Virginia,Big 12,Tony Gibson,351000.0,0.0,351000.0,67500.0,2884000.0,Power Five,yes,0.12170596393897365
151,Texas,Big 12,Les Koenning,350000.0,500.0,350500.0,180000.0,3841640.0,Power Five,yes,0.09110692308493247
152,Cincinnati,AAC,Eddie Gran,350000.0,,350000.0,50855.0,1837179.0,Others,yes,0.1905094713144446
153,Iowa State,Big 12,Mark Mangino,350000.0,0.0,350000.0,29050.0,2110900.0,Power Five,yes,0.1658060542896395
154,LSU,SEC,Adam Henry,330000.0,19634.0,349634.0,70000.0,5499269.0,Power Five,yes,0.06000797560548502
155,Clemson,ACC,Robbie Caldwell,340000.0,7350.0,347350.0,95000.0,4448225.0,Power Five,yes,0.07643498249301688
156,Clemson,ACC,Danny Pearman,340000.0,6650.0,346650.0,95000.0,4448225.0,Power Five,yes,0.07643498249301688
157,Washington,PAC-12,Brent Pease,345000.0,0.0,345000.0,70000.0,3250032.0,Power Five,yes,0.10615280095703673
158,Washington,PAC-12,Jeff Choate,345000.0,0.0,345000.0,70000.0,3250032.0,Power Five,yes,0.10615280095703673
159,Florida State,ACC,Tim Brewster,340000.0,5000.0,345000.0,61667.0,3386000.0,Power Five,yes,0.10041346721795628
160,Clemson,ACC,Dan Brooks,340000.0,4500.0,344500.0,95000.0,4448225.0,Power Five,yes,0.07643498249301688
161,UCLA,PAC-12,Kennedy Polamalu,337500.0,0.0,337500.0,100000.0,3762500.0,Power Five,yes,0.08970099667774087
162,Alabama,SEC,Burton Burns,335000.0,2000.0,337000.0,73700.0,5213400.0,Power Five,yes,0.06425749031342311
163,Mississippi,SEC,Matt Luke,335000.0,200.0,335200.0,0.0,2596000.0,Power Five,yes,0.1290446841294299
164,Texas A&M,SEC,B.J. Anderson,333000.0,1000.0,334000.0,65000.0,3484050.0,Power Five,yes,0.09557842166444225
165,Texas A&M,SEC,Terry Price,333000.0,200.0,333200.0,65000.0,3484050.0,Power Five,yes,0.09557842166444225
166,Indiana,Big Ten,Kevin Johns,332500.0,,332500.0,62777.0,2224500.0,Power Five,yes,0.14947179141380085
167,Oklahoma,Big 12,Tim Kish,325000.0,7400.0,332400.0,65625.0,4077900.0,Power Five,yes,0.07969788371465705
168,Arizona State,PAC-12,Paul Randolph,330000.0,1520.0,331520.0,106600.0,3111620.0,Power Five,yes,0.1060540811538684
169,Oklahoma,Big 12,Jay Boulware,325000.0,6200.0,331200.0,64166.0,4077900.0,Power Five,yes,0.07969788371465705
170,Oklahoma State,Big 12,Joe Bob Clements,330750.0,,330750.0,80125.0,2837000.0,Power Five,yes,0.11658442016214311
171,LSU,SEC,Corey Raymond,310000.0,15967.0,325967.0,70000.0,5499269.0,Power Five,yes,0.05637112859909199
172,LSU,SEC,Steve Ensminger,310000.0,15967.0,325967.0,70000.0,5499269.0,Power Five,yes,0.05637112859909199
173,Alabama,SEC,Billy Napier,325000.0,700.0,325700.0,71500.0,5213400.0,Power Five,yes,0.06233935627421644
174,Oregon,PAC-12,John Neal,325000.0,,325000.0,208334.0,3277584.0,Power Five,yes,0.09915840448330233
175,Oregon,PAC-12,Matt Lubick,325000.0,,325000.0,208334.0,3277584.0,Power Five,yes,0.09915840448330233
176,Auburn,SEC,Melvin Smith,325000.0,,325000.0,121250.0,4370000.0,Power Five,yes,0.07437070938215103
177,Kansas,Big 12,Clint Bowen,325000.0,0.0,325000.0,0.0,2105000.0,Power Five,yes,0.1543942992874109
178,Auburn,SEC,Tim Horton,325000.0,,325000.0,121250.0,4370000.0,Power Five,yes,0.07437070938215103
179,Auburn,SEC,Scott Fountain,325000.0,,325000.0,121250.0,4370000.0,Power Five,yes,0.07437070938215103
180,Virginia Tech,ACC,Bryan Stinespring,318000.0,6250.0,324250.0,45000.0,3583250.0,Power Five,yes,0.08874624991278866
181,Iowa,Big Ten,Jim Reid,324000.0,0.0,324000.0,0.0,2772186.0,Power Five,yes,0.11687527460278639
182,Arkansas,SEC,Clay Jennings,320000.0,3000.0,323000.0,106560.0,3218800.0,Power Five,yes,0.09941593140300733
183,Oregon State,PAC-12,John Garrett,320004.0,,320004.0,36667.0,2347200.0,Power Five,yes,0.13633435582822087
184,Florida State,ACC,Jay Graham,320000.0,0.0,320000.0,58333.0,3386000.0,Power Five,yes,0.09450679267572357
185,Nebraska,Big Ten,John Papuchis,318102.0,,318102.0,127241.0,2709538.0,Power Five,yes,0.1174008262663229
186,Boise State,Mt. West,Marcel Yates,317512.0,,317512.0,20376.0,2052650.0,Others,yes,0.15468394514408204
187,Oregon State,PAC-12,Bruce Read,315000.0,,315000.0,26667.0,2347200.0,Power Five,yes,0.13420245398773006
188,Texas,Big 12,Brian Jean-Mary,315000.0,0.0,315000.0,180000.0,3841640.0,Power Five,yes,0.08199623077643924
189,Mississippi State,SEC,John Hevesy,315000.0,0.0,315000.0,0.0,2682500.0,Power Five,yes,0.11742777260018639
190,Tulsa,AAC,Brent Guy,308295.0,,308295.0,,,Others,no,
191,Indiana,Big Ten,William Inge,307000.0,,307000.0,62777.0,2224500.0,Power Five,yes,0.13800854124522366
192,Indiana,Big Ten,Greg Frey,307000.0,,307000.0,62777.0,2224500.0,Power Five,yes,0.13800854124522366
193,Michigan,Big Ten,Jeff Hecklinski,297440.0,9000.0,306440.0,49573.0,3504323.0,Power Five,yes,0.08487802066190817
194,Colorado,PAC-12,Gary Bernardi,306000.0,,306000.0,29423.0,2595500.0,Power Five,yes,0.11789635908302831
195,South Carolina,SEC,Kirk Botkin,300000.0,5450.0,305450.0,35555.0,3333800.0,Power Five,yes,0.08998740176375307
196,South Carolina,SEC,Deke Adams,300000.0,5450.0,305450.0,35555.0,3333800.0,Power Five,yes,0.08998740176375307
197,Boise State,Mt. West,Mike Sanford,305012.0,,305012.0,19751.0,2052650.0,Others,yes,0.14859425620539302
198,Tennessee,SEC,Zach Azzanni,305000.0,0.0,305000.0,72000.0,3265000.0,Power Five,yes,0.09341500765696784
199,Tennessee,SEC,Robert Gillespie,305000.0,0.0,305000.0,72000.0,3265000.0,Power Five,yes,0.09341500765696784
200,Rutgers,Big Ten,Joseph Rossi,300000.0,4500.0,304500.0,0.0,2445200.0,Power Five,yes,0.12268935056437101
201,Georgia,SEC,Will Friend,300000.0,3700.0,303700.0,180000.0,3327800.0,Power Five,yes,0.09014964841637117
202,Western Kentucky,CUSA,Nick Holt,303000.0,,303000.0,0.0,978480.0,Others,yes,0.30966396860436596
203,Central Florida,AAC,Brent Key,300350.0,2500.0,302850.0,25029.0,1831614.0,Others,yes,0.16398105714413627
204,Army,Ind.,Brent Davis,301500.0,,301500.0,30000.0,2326450.0,Others,yes,0.12959659567151668
205,Arizona State,PAC-12,Chris Thomsen,300000.0,1485.0,301485.0,100800.0,3111620.0,Power Five,yes,0.09641280104897128
206,West Virginia,Big 12,Lonnie Galloway,301000.0,0.0,301000.0,67500.0,2884000.0,Power Five,yes,0.10436893203883495
207,Ohio State,Big Ten,Kerry Coombs,300000.0,450.0,300450.0,112500.0,3592025.0,Power Five,yes,0.08351834967741037
208,Florida,SEC,Brian White,300000.0,100.0,300100.0,117500.0,3225900.0,Power Five,yes,0.09299730307821073
209,Mississippi State,SEC,David Turner,300000.0,0.0,300000.0,0.0,2682500.0,Power Five,yes,0.11183597390493942
210,Cincinnati,AAC,Robert Prunty,300000.0,,300000.0,43590.0,1837179.0,Others,yes,0.16329383255523822
211,Louisville,ACC,Tony Grantham,300000.0,,300000.0,0.0,3225000.0,Power Five,yes,0.09302325581395349
212,Mississippi,SEC,Dan Werner,300000.0,0.0,300000.0,0.0,2596000.0,Power Five,yes,0.11556240369799692
213,Rutgers,Big Ten,Bob Fraser,300000.0,0.0,300000.0,0.0,2445200.0,Power Five,yes,0.12268935056437101
214,South Florida,AAC,Paul Wulff,300000.0,0.0,300000.0,0.0,1860400.0,Others,yes,0.16125564394753816
215,Louisville,ACC,Greg Brown,300000.0,,300000.0,0.0,3225000.0,Power Five,yes,0.09302325581395349
216,Oregon,PAC-12,Gary Campbell,300000.0,,300000.0,200000.0,3277584.0,Power Five,yes,0.0915308349076637
217,Texas A&M,SEC,Terry Joseph,300000.0,,300000.0,60000.0,3484050.0,Power Five,yes,0.0861066861841822
218,Louisville,ACC,Chris Klenakis,300000.0,,300000.0,0.0,3225000.0,Power Five,yes,0.09302325581395349
219,Missouri,SEC,Craig Kuligowski,299500.0,,299500.0,105250.0,3169000.0,Power Five,yes,0.09450930893026191
220,Missouri,SEC,Cornell Ford,297500.0,,297500.0,104583.0,3169000.0,Power Five,yes,0.09387819501420007
221,Arizona,PAC-12,Rod Smith,290000.0,7050.0,297050.0,24070.0,2498650.0,Power Five,yes,0.1160626738438757
222,Virginia Tech,ACC,Charley Wiles,291500.0,5000.0,296500.0,45000.0,3583250.0,Power Five,yes,0.08135072908672294
223,Rutgers,Big Ten,Norries Wilson,210000.0,85200.0,295200.0,0.0,2445200.0,Power Five,yes,0.08588254539505971
224,Ohio State,Big Ten,Stanley Drayton,295000.0,0.0,295000.0,86042.0,3592025.0,Power Five,yes,0.08212637718278687
225,Connecticut,AAC,Mike Cummings,292000.0,,292000.0,48666.0,1858000.0,Others,yes,0.15715823466092574
226,Connecticut,AAC,Anthony Poindexter,292000.0,,292000.0,48666.0,1858000.0,Others,yes,0.15715823466092574
